Functional class,Parent Funcional class,Parent of parent Functional class,Economical class,Parent Economical class,Parent of parent Economical class,Date,Amount (1000 HUF)
107053 - Jelzőrendszeres házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,30 - Üzemeltetési anyagok beszerzése K,32 - Készletbeszerzés,60 - Dologi kiadások,2014-04-16,28
107053 - Jelzőrendszeres házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,34 - Egyéb kommunikációs szolgáltatások K,35 - Kommunikációs szolgáltatások,60 - Dologi kiadások,2014-04-16,50
107053 - Jelzőrendszeres házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,40 - Karbantartási kisjavítási szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,85
107053 - Jelzőrendszeres házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,42 - ebből államháztartáson belül K,41 - Közvetített szolgáltatások,45 - Szolgáltatási kiadások,2014-04-16,2960
107053 - Jelzőrendszeres házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,44 - Egyéb szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,342
107053 - Jelzőrendszeres házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,49 - Működési célú előzetesen felszámított általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,67
107053 - Jelzőrendszeres házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,199 - Egyéb tárgyi eszközök beszerzése létesítése K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,1050
107053 - Jelzőrendszeres házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,202 - Beruházási célú előzetesen felszámított általános forgalmi adó K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,283
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,1 - Törvény szerinti illetmények munkabérek K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,49966
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,2 - Normatív jutalmak K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,7578
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,6 - Jubileumi jutalom K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,1443
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,7 - Béren kívüli juttatások K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,3478
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,9 - Közlekedési költségtérítés K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,291
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,12 - Szociális támogatások K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,618
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,13 - Foglalkoztatottak egyéb személyi juttatásai,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,7166
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,17 - Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K,19 - Külső személyi juttatások,20 - Személyi juttatások összesen,2014-04-16,49
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,18 - Egyéb külső személyi juttatások K,19 - Külső személyi juttatások,20 - Személyi juttatások összesen,2014-04-16,763
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,22 - ebből szociális hozzájárulási adó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,17221
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,23 - ebből rehabilitációs hozzájárulás K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,2580
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,25 - ebből egészségügyi hozzájárulás K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,576
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,26 - ebből táppénz hozzájárulás K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,264
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,28 - ebből munkáltatót terhelő személyi jövedelemadó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,575
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,29 - Szakmai anyagok beszerzése K,32 - Készletbeszerzés,60 - Dologi kiadások,2014-04-16,100
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,30 - Üzemeltetési anyagok beszerzése K,32 - Készletbeszerzés,60 - Dologi kiadások,2014-04-16,2409
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,33 - Informatikai szolgáltatások igénybevétele K,35 - Kommunikációs szolgáltatások,60 - Dologi kiadások,2014-04-16,278
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,34 - Egyéb kommunikációs szolgáltatások K,35 - Kommunikációs szolgáltatások,60 - Dologi kiadások,2014-04-16,690
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,36 - Közüzemi díjak K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,4898
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,37 - Vásárolt élelmezés K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,13
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,40 - Karbantartási kisjavítási szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,2282
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,43 - Szakmai tevékenységet segítő szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,1121
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,49 - Működési célú előzetesen felszámított általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,2677
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,50 - Fizetendő általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,5
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,58 - Egyéb dologi kiadások K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,2767
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,130 - Elvonások és befizetések K,194 - Egyéb működési célú kiadások,271 - Költségvetési kiadások,2014-04-16,290
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,198 - Informatikai eszközök beszerzése létesítése K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,24
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,199 - Egyéb tárgyi eszközök beszerzése létesítése K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,429
107054 - ,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,202 - Beruházási célú előzetesen felszámított általános forgalmi adó K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,122
"107060 - Egyéb szociális pénzbeli és természetbeni ellátások, támogatások",1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,74 - Pénzbeli kárpótlások kártérítések K,127 - Ellátottak pénzbeli juttatásai,271 - Költségvetési kiadások,2014-04-16,34
"107060 - Egyéb szociális pénzbeli és természetbeni ellátások, támogatások",1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,120 - ebből egyéb az önkormányzat rendeletében megállapított juttatás K,103 - Egyéb nem intézményi ellátások,127 - Ellátottak pénzbeli juttatásai,2014-04-16,64873
"107060 - Egyéb szociális pénzbeli és természetbeni ellátások, támogatások",1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,122 - ebből átmeneti segély Szoctv,103 - Egyéb nem intézményi ellátások,127 - Ellátottak pénzbeli juttatásai,2014-04-16,69879
"107060 - Egyéb szociális pénzbeli és természetbeni ellátások, támogatások",1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,123 - ebből köztemetés Szoctv,103 - Egyéb nem intézményi ellátások,127 - Ellátottak pénzbeli juttatásai,2014-04-16,8465
900060 - Forgatási és befektetési célú finanszírozási műveletek,9000 - Technikai funkciókódok,1090 - Szociális segítségnyújtás egyéb feladatai,51 - Kamatkiadások,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,11479
900060 - Forgatási és befektetési célú finanszírozási műveletek,9000 - Technikai funkciókódok,1090 - Szociális segítségnyújtás egyéb feladatai,58 - Egyéb dologi kiadások K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,886
900060 - Forgatási és befektetési célú finanszírozási műveletek,9000 - Technikai funkciókódok,1090 - Szociális segítségnyújtás egyéb feladatai,297 - Belföldi finanszírozás kiadásai,309 - Finanszírozási kiadások,310 - Kiadások összesen,2014-04-16,10318
900080 - Szabadkapacitás,9000 - Technikai funkciókódok,1090 - Szociális segítségnyújtás egyéb feladatai,1 - Törvény szerinti illetmények munkabérek K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,4382
900080 - Szabadkapacitás,9000 - Technikai funkciókódok,1090 - Szociális segítségnyújtás egyéb feladatai,2 - Normatív jutalmak K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,143
900080 - Szabadkapacitás,9000 - Technikai funkciókódok,1090 - Szociális segítségnyújtás egyéb feladatai,7 - Béren kívüli juttatások K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,123
900080 - Szabadkapacitás,9000 - Technikai funkciókódok,1090 - Szociális segítségnyújtás egyéb feladatai,9 - Közlekedési költségtérítés K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,9
900080 - Szabadkapacitás,9000 - Technikai funkciókódok,1090 - Szociális segítségnyújtás egyéb feladatai,13 - Foglalkoztatottak egyéb személyi juttatásai,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,66
900080 - Szabadkapacitás,9000 - Technikai funkciókódok,1090 - Szociális segítségnyújtás egyéb feladatai,22 - ebből szociális hozzájárulási adó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,521
900080 - Szabadkapacitás,9000 - Technikai funkciókódok,1090 - Szociális segítségnyújtás egyéb feladatai,25 - ebből egészségügyi hozzájárulás K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,24
900080 - Szabadkapacitás,9000 - Technikai funkciókódok,1090 - Szociális segítségnyújtás egyéb feladatai,28 - ebből munkáltatót terhelő személyi jövedelemadó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,23
900080 - Szabadkapacitás,9000 - Technikai funkciókódok,1090 - Szociális segítségnyújtás egyéb feladatai,30 - Üzemeltetési anyagok beszerzése K,32 - Készletbeszerzés,60 - Dologi kiadások,2014-04-16,18821
900080 - Szabadkapacitás,9000 - Technikai funkciókódok,1090 - Szociális segítségnyújtás egyéb feladatai,37 - Vásárolt élelmezés K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,35865
900080 - Szabadkapacitás,9000 - Technikai funkciókódok,1090 - Szociális segítségnyújtás egyéb feladatai,49 - Működési célú előzetesen felszámított általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,14734
011130 - Önkormányzatok és önkormányzati hivatalok jogalkotó és általános igazgatási tevékenysége,"0111 - Államhatalmi, törvényhozó és végrehajtó szervezetek",1 - Általános közszolgáltatások,1 - Törvény szerinti illetmények munkabérek K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,668793
011130 - Önkormányzatok és önkormányzati hivatalok jogalkotó és általános igazgatási tevékenysége,"0111 - Államhatalmi, törvényhozó és végrehajtó szervezetek",1 - Általános közszolgáltatások,2 - Normatív jutalmak K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,111524
011130 - Önkormányzatok és önkormányzati hivatalok jogalkotó és általános igazgatási tevékenysége,"0111 - Államhatalmi, törvényhozó és végrehajtó szervezetek",1 - Általános közszolgáltatások,3 - Céljuttatás projektprémium K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,40148
011130 - Önkormányzatok és önkormányzati hivatalok jogalkotó és általános igazgatási tevékenysége,"0111 - Államhatalmi, törvényhozó és végrehajtó szervezetek",1 - Általános közszolgáltatások,4 - Készenléti ügyeleti helyettesítési díj túlóra túlszolgálat K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,1272
011130 - Önkormányzatok és önkormányzati hivatalok jogalkotó és általános igazgatási tevékenysége,"0111 - Államhatalmi, törvényhozó és végrehajtó szervezetek",1 - Általános közszolgáltatások,5 - Végkielégítés K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,6795
011130 - Önkormányzatok és önkormányzati hivatalok jogalkotó és általános igazgatási tevékenysége,"0111 - Államhatalmi, törvényhozó és végrehajtó szervezetek",1 - Általános közszolgáltatások,6 - Jubileumi jutalom K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,4021
011130 - Önkormányzatok és önkormányzati hivatalok jogalkotó és általános igazgatási tevékenysége,"0111 - Államhatalmi, törvényhozó és végrehajtó szervezetek",1 - Általános közszolgáltatások,7 - Béren kívüli juttatások K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,36969
011130 - Önkormányzatok és önkormányzati hivatalok jogalkotó és általános igazgatási tevékenysége,"0111 - Államhatalmi, törvényhozó és végrehajtó szervezetek",1 - Általános közszolgáltatások,9 - Közlekedési költségtérítés K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,4312
011130 - Önkormányzatok és önkormányzati hivatalok jogalkotó és általános igazgatási tevékenysége,"0111 - Államhatalmi, törvényhozó és végrehajtó szervezetek",1 - Általános közszolgáltatások,10 - Egyéb költségtérítések K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,1123
011130 - Önkormányzatok és önkormányzati hivatalok jogalkotó és általános igazgatási tevékenysége,"0111 - Államhatalmi, törvényhozó és végrehajtó szervezetek",1 - Általános közszolgáltatások,11 - Lakhatási támogatások K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,1259
